PE,AT,V,AP,RH
453.66,18.92,46.93,1009.89,77.98
438.23,24.96,70.47,1007.73,76.48
436.43,28.19,68.08,1013.41,43.93
462.87,13.31,41.26,1020.83,79.55
464.27,14.5,53.82,1016.81,62.89
441.04,27.64,75.6,1017.35,54.78
448,20.51,48.6,1005.29,80.7
469.44,12.87,41.5,1013.51,85.72
431.96,27.11,70.04,1009.76,71.25
485.08,7.17,41.92,1031.97,83.86
445.59,25.13,59.44,1012.38,77.92
440.46,23.21,74.22,1009.68,88.46
476.62,9.11,40.64,1020.68,86.91
478.98,5.52,42.85,1012.77,93.82
479.58,10.17,40.1,1014.05,91.9
432.25,26.38,69.88,1008.42,86.25
451.78,26.37,54.5,1014.48,66.31
446.56,21.78,51.43,1007.45,88.71
430.44,31.24,74.22,1007.74,48.77
437.06,27.17,61.02,1011.38,65.32
465.89,14.41,42.77,1019.84,82.54
472.33,13.32,38.73,1005.37,88.48
436.96,30.87,67.32,1013.78,34.54
433.15,28.44,67.07,1006.08,50.42
481.14,9.66,40.05,1015.78,89.06
431.12,30.3,69.51,1011.8,50.43
430.57,29.22,73.18,1012.22,64.91
476.84,12.08,40.75,1015.84,86.9
489.66,11.26,40.43,1025.68,74.67
475.14,10.23,42.07,1017.93,91.1
443.04,24.76,63.07,1012.73,70.39
434.43,29.49,70.98,1007.83,79.08
444.57,24.67,58.05,1011.31,69.95
438.1,26.48,51.43,1006.76,74.3
437.55,30.05,56.9,1007.02,41.96
447.47,19.05,67.32,1013.2,83.14
469.35,13.18,40.24,1016.81,86.71
430.66,27.18,71.06,1008.16,86.32
468.78,12.64,41.49,1019.78,94
466.69,17.98,39.63,1005.42,82.12
463.47,15.57,38.78,1013.51,95.38
468.83,14.43,38.91,1013.28,70.26
461.46,14.66,47.83,1006.15,91.98
438.18,30.21,69.4,1003.69,62.89
479.06,9.46,36.66,1026.22,72.58
478.27,10.36,41.46,1017.53,92.04
431.01,31.17,70.98,1007.19,67.34
479.02,9.08,36.71,1025.07,81.32
468.87,16.73,43.79,1016.25,73.58
444.48,23.84,63.47,1012.54,76.33
434.65,25.79,75.6,1017.46,75.63
427.82,29.54,69.48,1008.91,56.07
460.91,15.57,44.68,1022.01,90.02
447.14,20.66,51.19,1008.81,88.93
445.5,25.95,63.47,1011.77,66.22
453.94,18.6,60.1,1009.91,87.13
430.15,32.31,77.95,1010.15,62.17
431.07,29.3,73.67,1005.64,65.31
464.45,12.04,41.58,1018.02,88.91
494.24,4.49,40.27,1012.01,76.5
468.49,18.2,39.63,1005.35,79.05
455.17,16.03,65.46,1013.96,87.56
446.62,22.32,64.27,1014.35,82.98
430.85,29.5,71.14,1011.27,52.81
472.45,11.49,35.76,1019.08,60.04
439.56,31.98,64.05,1010.49,58.01
436.74,23.65,59.92,1010.19,89.53
453.02,17.9,48.98,1014.17,80.4
448.09,23.59,58.62,1017.81,66.68
471.03,12.75,44.2,1017.59,81.22
426,27.63,71.98,1005.45,82.88
431.36,28.69,73.18,1012.23,68.57
453.31,19.13,66.86,1012.95,71.24
441.15,23.92,61.87,1009.63,54.16
477.67,10.12,41.78,1013.43,73.47
456.04,20.35,56.53,1020.23,70.05
447.95,23.83,64.15,1020.93,63.86
488.99,7.04,41.74,1021.91,88.55
487.94,6.57,39.37,1020.2,77.37
439.81,31.35,67.32,1013.74,38.56
485.1,8.47,41.03,1021.72,70.16
451.95,21.33,60.1,1010.97,78.36
448.08,21.02,61.5,1008.52,77.74
479.21,10.72,41.17,1019.68,60.71
439.25,26.07,71.37,1008.6,79.48
432.47,32.06,69.88,1006.88,63.53
460.21,20.32,44.6,1015.16,36.35
430.24,29.06,64.96,1000.88,62.07
444.08,23.07,57.17,1009.84,76.8
454.4,17.79,45.01,1015.71,67.13
473.31,11.83,38.25,1013.36,85.33
489.45,7.36,40.07,1017.29,52.55
459.84,13.97,41.16,1020.88,74.88
461.97,14.96,39.31,1010.52,71.28
465.89,14.87,42.18,1015.23,74.41
435.27,29.63,69.71,1009.04,67.26
438.65,27.3,57.19,1008.08,63.48
449.36,17.43,63.09,1019.87,92.77
476.04,11.23,43.7,1016,91.75
453.29,18.12,50.16,1009.82,100.09
471.44,13.12,39.18,1023.11,64.33
465.35,14.2,45.51,1015.36,74.85
474.28,12.04,40.1,1014.42,89.65
469.38,17.32,45,1022.19,40.45
438.52,23.31,60.37,1005.17,82.75
466.2,14.24,39.99,1009.3,83.75
478.03,10.34,41.46,1017.75,89.73
462.02,16.15,44.21,1020.76,85.41
458.96,17.93,44.63,1003.54,87.41
467.48,10.74,52.75,1021.75,75.41
455.5,18.31,50.9,1011.87,86.83
467.35,15.89,43.96,1014.02,75.24
468.8,19.15,44.34,1019.54,48.09
471.19,12.12,38.28,1013.65,90.19
436.12,28.62,79.74,1008.12,65.39
435.66,24.35,73.17,1012.2,85.88
451.94,18.62,65.48,1018.45,73.39
435.71,26.28,68.14,1005.61,53.17
445.3,24.75,63.57,1010.47,84.24
455.09,19.27,50.9,1011.72,83.14
450.95,20.98,60.1,1011.07,79.44
468.85,13.5,44.92,1023.87,87.17
459.83,17.35,39.72,1003,64.62
461.39,15.39,39.31,1008.78,66.67
444.69,20.45,48.41,1010.81,86.7
446.62,23.22,63.07,1012.91,77.59
427.94,30.47,68.24,1009.55,64.98
464.84,14.87,41.76,1022.26,78.21
478.34,10.28,39.61,1020.43,69.09
445.9,22.46,58.33,1013.21,68.68
459.12,19.66,51.43,1010.17,84.19
439.04,25.4,70.4,1006.8,94.78
465.81,16.36,43.99,1021.34,85.13
434.14,29.61,67.07,1005.91,39.28
431.39,30.29,74.16,1008.77,75.23
442.45,18.14,67.71,1003.82,95.69
436.5,25.39,70.36,1006.76,73.62
478.36,10.35,44.2,1018.46,88.6
466.83,12.24,49.83,1007.9,94.28
432.96,29.45,68.27,1007.96,61.63
428.28,28.99,68.24,1008.75,66.57
474.47,13.34,40.8,1026.56,64.85
477.38,9.63,40.27,1009.96,81.03
452.2,24.22,49.82,1014.61,66.82
437.19,33.11,69.75,1008.88,42.08
432.67,33.37,71.37,1003.75,45.26
443.14,25.25,62.91,1012.51,62.64
473.96,13.45,42.44,1012.79,83.12
438.41,29.45,68.84,1011.64,59.7
426.14,25.88,69.13,1002.44,85.67
434.08,25.93,69.34,1008.91,79.43
431.75,28.15,72.24,1010.88,62.39
449.6,21.08,44.05,1008.13,72.52
434.9,29.12,73.06,1009.98,80.21
441.25,26.32,69.71,1009.39,67.05
449.63,18.24,58.46,1017.38,86.92
454.14,15.52,40,1017,66.27
468.82,13.17,38.52,1018.5,83.77
464.72,12.32,41.62,1012.88,88.88
452.15,21.8,62.39,1007.84,89.04
473.57,9.43,37.14,1013.03,74.99
435.58,7.14,41.22,1016.6,97.09
438.82,26.56,49.02,1007.65,70.78
460.54,16.73,54.3,1017.96,59.44
432.44,33.4,69.98,1013.29,47.78
446.18,23.38,48.78,1019.03,78.69
460.1,20.58,39.53,1005.68,62.09
473.67,12.57,39.3,1019.57,72.44
476.46,11.5,40.22,1010.31,78.08
435.99,31.97,79.74,1007.03,55.84
486.05,7.19,38.91,1016.53,88.61
435.02,22.52,66.48,1003.87,78.29
438.99,24.27,60.23,1011.84,77.8
437.58,26.93,59.54,1004.02,75.5
457.89,21.11,58.66,1011.7,68.71
479.03,8.9,36.24,1013.29,89.35
432.45,25.17,72.39,1001.69,90.51
462.46,13.84,41.26,1020.92,74.74
466.86,11.43,41.16,1022.81,92.04
477.99,11.46,39.82,1012.09,86.2
458.42,17.83,44.92,1025.04,70.58
466.21,14.8,44.21,1021.59,89.24
428.63,31.07,64.96,1005.2,58.93
467.54,18.21,45,1022.86,48.84
443.57,18.61,67.71,1004.07,84.49
471.15,10.09,41.01,1019.89,96.55
437.44,26.26,74.9,1003.85,81.94
481.38,10.05,41.17,1018.98,83.71
459.85,18.8,44.71,1016.56,31.29
453.67,21.46,50.59,1016.75,67.14
466.86,18.19,41.85,1014.93,61.37
446.7,18.86,50.78,1008.46,91.67
430.19,27.77,62.26,1010.88,66.45
448.98,19.89,51.43,1007.33,92.08
484.81,8.09,38.5,1012.99,67.31
443.57,22.93,51.19,1009.3,82.8
471.42,11.28,43.41,1017.91,81.03
462.73,18.95,42.23,1013.01,79.4
474.74,9.59,37.14,1013.8,72.85
465.76,15.89,38.73,1001.45,74.37
446.23,23.83,49.21,1012.93,46.79
429.01,30.62,66.54,1004.11,55.36
463.2,14.93,39.16,1007.25,72.35
474.65,9.6,42.03,1017.66,92.27
436.75,22.77,69.84,1005.75,84.26
437.04,25.7,69.45,1013.86,56.91
436.74,22.33,70.79,1006.02,93.35
468.36,15.33,36.71,1013.99,73.89
425.18,32.84,68.14,1003.59,43.88
447.09,25.2,61.08,1013.04,74.28
455.86,19.54,54.9,1017.15,70.37
460.59,19.81,43.56,1013.39,38.13
441.6,25.04,63.86,1018.92,52.79
435.14,22.56,70.79,1005.85,93.09
477.8,7.57,41.14,1028.23,87.97
473.16,11.06,37.92,1008.76,67.32
457.58,18.95,46.21,1013.47,81.22
443.39,24.71,61.9,1013.78,85.82
452.53,22.86,47.43,1009.75,61.54
439.15,27.37,63.31,1012.89,60.11
483.55,8.12,43.02,1013.56,85.26
428.94,31.17,69.51,1010.51,43.11
435.73,25.01,66.56,1009.68,64.94
481.07,8.74,40.03,1016.81,93.37
474.71,7.29,41.04,1024.06,89.19
452.21,21.83,63.87,1018.93,63.07
466.59,15.3,41.76,1022.57,71.56
441.87,22.32,70.47,1010.97,83.16
440.28,20.54,68.12,1012.23,81.06
463.33,19.62,43.56,1012.89,37.6
456.97,14.79,41.04,1025.32,75.81
436.16,26.9,59.14,1016.18,70.88
428.71,29.79,67.69,1006.86,55.93
440.46,23.1,72.99,1008.85,90.54
434.09,27.01,43.21,1011.71,77.84
457.8,21.86,64.45,1015.83,63.36
457.94,16.41,47.24,1015.75,88.78
470.99,10.07,40.46,1018.65,69.2
445.3,22.97,62.4,1010.25,75.18
458.06,17.46,53.29,1018.07,91.01
437.78,24.27,60.37,1005.13,77.16
430.07,31.54,77.24,1007.83,62.98
435.51,25.79,59.43,1008.61,64.3
470.2,13.7,34.03,1018.82,69.07
465.24,13.74,43.71,1025.45,86.62
452.85,18.68,59.14,1016.96,77.09
437.18,23.25,69.45,1013.85,70.14
469.48,13.01,41.17,1017.26,76.2
435.7,30.91,69.75,1010.23,59.36
463.87,10.04,41.62,1013.36,95.17
458.53,18.13,49.39,1021.29,82.52
432.22,31.25,74.34,999.06,69.85
470.89,12.88,42.74,1026.25,74.54
436.32,29.78,70.98,1007.82,77.59
470.87,12.26,39.96,1011.79,79.06
465.09,14.12,39.52,1018.41,78.32
464.36,14.14,43.34,1017.1,81.77
477.53,10.24,39.28,1010.13,81.61
456.77,17.3,46.21,1013.56,87.57
473.75,10.86,37.5,1013.36,75.56
436.82,30.05,69.34,1008.26,61.5
455.91,18.01,54.9,1017.04,77.82
440.69,23.56,42.67,1008.01,66.76
438.91,28.53,68.08,1013.27,42.53
469.51,11.47,25.36,1008.27,95.4
458.91,18.6,41.67,1013.07,64.23
443.85,27.83,59.57,1011.22,71.05
462.44,16.76,43.67,1011.27,70.55
450.15,27,60.96,1012.36,58.97
434.64,23.76,70.32,1012.13,78.84
474.03,9.44,41.79,1020.16,72.26
468.37,11.62,43.48,1016.66,76.32
442.98,25.68,46.21,1011.01,57.53
435.31,31.52,76.2,1008.31,57.35
438.25,26.63,62.44,1010.86,70.82
472.17,10.14,42.02,1003.19,96.51
484.63,10.87,44.71,1021.38,58.22
446.51,22.19,48.78,1017.84,76.01
440.27,29.79,62.66,1008.5,48.51
440.74,30.55,66.25,1009.15,63.52
444.97,23.88,54.2,1012.81,64.52
444.85,26.38,59.92,1009.99,71.91
435.82,26.01,74.33,1015.69,81.22
486.26,6.75,39.37,1020.26,70.99
436.29,29.55,66.25,1009.38,69.55
436.51,25.35,66.56,1008.75,66.88
432.07,25.91,68.08,1010.92,74.25
461.35,12.49,41.62,1011.37,82.68
440.68,27.98,67.17,1007.32,75.29
469.9,11.38,52.75,1026.19,72.71
453.66,16.27,58.2,1018.47,80.03
435.65,26.95,72.24,1011.16,73.14
430.32,29.04,76.09,1007.52,75.44
449.4,23.99,58.62,1016.91,66.36
440.24,23.45,69.05,1003.03,66.41
444.43,22.67,60.77,1017.56,79.43
431.26,26.43,77.17,1008.67,92.59
473.97,9.7,40.11,1026.61,75.48
464.9,11.92,40.62,1015.91,55.4
453.12,24.01,42.48,1011.39,55.1
444.77,25.61,58.86,1013.9,54.9
435.9,26.65,74.67,1015.73,77.32
438.45,25.61,74.22,1010.26,75.15
455.66,20.01,43.77,1012.13,65.53
476.71,11.91,40.69,1014.41,83.71
466.68,13.4,41.78,1010.2,64.57
470.75,13.1,40.03,1017.79,84.48
449.93,20.57,63.78,1016.76,74
438.67,22.87,74.22,1009.36,93.05
427.87,32.46,74.33,1012.61,37.07
481.73,9.6,41.03,1021.01,69.03
460.76,18.49,41.1,1001.9,59.99
476.68,11.02,41.44,1015.28,83.53
471.12,13.87,42.99,1007.45,81.52
430.22,29.35,68.51,1007.63,70.67
455.24,20.65,50.59,1016.22,68.57
429.93,29.09,67.07,1005.99,41.39
462.86,14.6,53.82,1016.28,64.83
444.4,26.1,58.9,1004.18,71.63
441.65,30.18,65.74,1012.63,47.74
482.3,8.85,40.22,1008.61,90.6
433.03,29.17,74.34,1004.51,82.02
478.29,11.86,39.85,1013,66.92
436.04,28.94,62.26,1010.64,50.41
453.19,20.21,58.12,1015.36,79.18
466.16,7.33,41.16,1023.17,92.43
464.07,12.82,41.58,1020.37,81.06
447.25,23.27,67.9,1006.17,71.01
471.42,13.75,40.89,1011.21,82.8
467.34,9.62,41.01,1019.43,97.99
471.24,14.93,42.44,1012.65,86.8
474.94,12.03,40.1,1015.32,85.39
463.2,18.41,42.44,1012.66,65.93
466.38,15.52,43.7,1015.8,76.27
442.67,27.02,61.86,1012.38,70.28
439.49,27.86,61.5,1009.23,46.19
455.29,19.35,39.72,1002.5,51.24
455.4,22.18,45.09,1014.04,43.13
478.04,10.17,41.17,1018.58,87.72
454.04,18.1,48.06,1015.47,82.47
468.93,14.54,42.99,1009.27,90.88
473.2,10.95,43.8,1022.61,63.46
446.05,23.05,48.98,1015.64,49.33
460.14,13.07,45.51,1015.22,78.65
470.02,5.82,40.78,1024.82,96.01
448.9,20.82,63.77,1014.28,86.37
454.99,21.84,55.5,1019.28,62.17
444.16,21.62,50.05,1007.2,92.9
433.34,31.4,71.06,1008.44,74.77
446.42,20.35,67.71,1005.85,63.97
453.29,20.3,59.8,1015.24,78.75
447.75,22.2,57.17,1009.82,78.43
449.1,26.94,62.91,1011.68,41.3
444.46,25.57,65.46,1014.81,38.58
480.35,8.49,36.25,1029.7,84.41
469.31,11.02,40.71,1020.3,86.64
450.17,19.47,58.79,1016.8,87.26
437.98,22.8,73.17,1011.87,91.57
449.31,20.03,60.77,1017.23,87.82
439.55,25.03,61.86,1012.84,80.85
467.24,8.96,40.05,1015.91,89.4
434.16,25.71,71.73,1009.72,75.29
451.41,22.99,46.93,1014.15,49.42
479.83,10.93,39.16,1016.54,90.56
465.16,17.35,42.86,1014.62,74.16
441.03,24.88,51.43,1011.28,67.38
477.99,10.53,40.64,1020.62,98.43
489.96,4.97,38.91,1018.99,89.86
471.79,10.22,37.83,1005.94,93.53
473.74,9.94,40.46,1018.9,68.51
482.66,2.8,39.64,1011.01,82.96
436.8,28.85,57.19,1008.2,58.4
486.91,7.41,39.16,1015.23,90.66
454.06,23.51,48.98,1014.63,41.56
449.54,20.31,45.87,1007.89,73.7
460.77,15.31,52.75,1025.21,55.22
443.89,27.33,66.17,1011.06,64.55
467.71,13.67,44.92,1023.6,85.35
481.92,6.02,43.65,1013.85,83.53
451.93,13.32,41.7,1020.22,88.3
434.89,30.74,71.77,1006.24,53.38
441.29,23.56,67.79,1010.14,89.72
467.47,12.38,45.09,1013.26,90.55
450.18,22,51.3,1012.87,85.79
492.46,3.95,38.44,1016.75,79.65
466.75,11.8,43.99,1020.86,98.44
464.27,17.29,42.86,1014.38,72.3
441.2,29.17,64.79,1016.43,61.05
435.06,25.32,71.94,1009.94,62.93
471.75,13.65,42.86,1015.41,87.67
439.46,25.94,60.75,1007.22,64.76
457.85,18.81,45.01,1015.28,65.91
442,23,60.27,1018.72,84.25
485.36,9.48,40.8,1023.82,78.98
432.62,33.75,64.96,1002.54,39.28
458.08,22.88,50.23,1016.11,63.77
462.57,17.5,42.23,1013.37,86.87
461.73,14.91,46.9,1019.59,98.1
471.48,10.64,39.61,1018.33,66.81
432.5,28.31,70.32,1007.88,47
447.15,22.56,60.29,1018.19,67.53
448.67,23.94,51.95,1008.61,73.42
469.75,12.29,40.71,1019.71,83.09
462.13,14.44,42.32,1015.61,76.85
446.1,19.74,67.71,1007.68,64.02
449.96,18.39,52.08,1006.53,100.09
442.16,27.18,62.66,1009.89,52.83
448.74,20.08,63.09,1019,77.06
462.11,20.56,43.79,1015.85,45.7
481.47,10.46,41.06,1021.41,82.34
437.52,28.62,69.71,1009.67,62.12
479.18,8.9,40.77,1011.67,90.26
429.42,29.3,69.48,1010.1,53.69
466.24,16.34,36.99,1006.99,90.06
481.78,8.16,39.64,1011.21,85.56
435.04,27.71,69.51,1009.65,58.38
461.68,15.08,42.77,1018.43,73.19
476.45,6.86,40.02,1031.5,77.94
479.89,9.68,41.44,1015.19,87.34
443.43,25.11,63.21,1012.21,83.58
476.87,11.2,41.38,1021.65,61.89
428,27.44,66.56,1005.51,69.28
438.63,31.28,75.08,1005.39,49.53
441.78,24.21,70.98,1007.02,95.57
463.27,13.84,44.9,1007.58,63.62
465.64,18.41,42.04,1011.69,64.88
490.78,3.69,38.44,1016.74,82.87
478.78,6.34,40.64,1020.62,94.39
446.4,21.6,43.43,1010.28,61.87
438.8,28.19,71.97,1008.85,84.67
450.26,18.6,56.85,1012.34,80.24
436.6,29.56,73.88,1005.77,66.45
434.96,31.46,71.8,1010.75,54.88
435.66,24.17,71.25,1003.9,90.36
486.15,8.44,41.17,1019.9,70.72
449.93,21.18,44.57,1007.27,73.67
432.04,29.45,69.13,1009.3,52.97
436.05,24.43,61.25,1011.66,85.24
451.46,20.21,65.06,1016.46,73.36
429.99,25.69,72.43,1006.86,86.38
467.8,14.19,43.71,1024.38,83.03
467.65,17.94,37.2,1012.64,68.11
461.96,13.97,45.01,1017.44,89.15
452.82,15.33,52.05,1014.15,80.56
442.44,25.07,56.85,1011.25,51.99
469.6,11.58,39.69,1005.17,86.55
449.38,21.71,58.05,1013.07,85.75
482,5.74,45.87,1011.44,95.94
469.22,10.45,40.71,1015.68,81.48
486.6,4.73,41.31,999.77,93.44
453.13,22.72,64.15,1021.14,60.34
434.65,27.01,67.98,1006.01,67.98
446.93,20.27,63.56,1014.24,86.55
441.07,24.47,75.23,1012.43,75.25
474.73,11.54,45.51,1017.19,83.02
479.35,10.37,39.04,1023.95,81.93
440.78,23.24,68.31,1009.71,80.8
443.66,26.56,65.59,1012.6,64.25
473.99,13.03,39.52,1016.68,83.09
464.76,13.92,43.41,1015.12,61.64
478.16,7.33,40,1018.96,80.76
431.77,33.11,77.54,1010.36,50.99
439.72,27.46,61.86,1012.39,66.09
470.67,14.2,43.02,1012.18,57.07
476.31,10.31,38.18,1018.02,70.1
440.66,24.2,59.43,1009.69,62.3
448.69,19.69,59.14,1015.99,70.33
478.81,8.18,40.02,1031.45,73.66
449.73,17.9,67.71,1004.3,89.59
473.23,10.82,44.63,1020.64,90.26
466,14.84,44.63,1019.28,57.37
432,28.34,73.68,1015.05,76.73
432.65,29,75.33,1001.6,71.43
442.97,23.07,50.05,1006.9,86.98
463.89,13.61,42.34,1017.93,91.61
430.17,26.61,69.13,1002.05,51.97
427.66,33.42,68.51,1011.91,45.83
434.85,29.59,70.17,999.71,71
427.05,34.2,68.14,1002.7,56.09
471.86,12.54,44.03,1007.05,84.03
474.61,8.97,44.03,1013.16,80.39
462.27,20.98,42.23,1012.9,70.7
478.29,10.72,41.38,1021.6,63.77
487.4,5.79,38.68,1017.19,70.46
435.02,30.24,66.75,1017.95,55.66
439.73,25.98,73.18,1012.28,85.78
462.46,13.87,49.83,1006.76,89.14
445.02,27.41,63.07,1011.5,55.3
456.25,18.25,60.1,1009.72,90.15
427.72,28.53,69.84,1004.46,68.03
469.32,14.59,35.71,1015.19,54.13
443.75,24.06,58.98,1010.66,81.16
446.84,19.72,65.94,1010.53,82.12
437.06,26.91,74.99,1005.64,78.98
460.03,16.65,49.69,1014.01,91
447.2,24.86,44.05,1005.69,66.65
469.75,14.04,40.83,1008.98,82.04
444.44,26.21,65.12,1016.06,44.31
456.08,16.17,46.97,1014.22,85.8
467,15.21,43.56,1012.92,56.61
475.87,13.16,40.71,1021.99,77.91
451.84,22.01,49.39,1019.6,75.8
463.17,15.67,38.62,1015.76,66.29
446.34,22.04,69.51,1013.25,56.15
454.72,22.35,54.42,1012.46,75.01
444.81,25.57,62.96,1019.92,58.34
442.48,16.51,51.86,1022.37,81.18
478.95,9.03,37.14,1012.79,76.27
436.51,33.59,79.05,1007.79,63.55
485.3,8.72,40.72,1023.48,77.87
446.37,21.16,65.48,1016.99,72.79
459.12,19.63,52.72,1025.09,51.16
437.6,31.44,64.44,1014.04,49.15
431.58,31.18,77.95,1014.89,65.62
451.43,20.09,61.27,1020.05,70.71
446.7,20.87,63.31,1012.27,79.51
433.5,33.01,69.88,1006.71,53.25
454.4,21.84,60.29,1017.23,66.89
442.4,22.5,70.94,1008.04,82.39
463.53,14.5,40.66,1016.81,82.93
437.24,26.16,63.76,1010.03,68.77
438,21.49,68.28,1004.68,80.64
433.88,28.36,66.75,1017.71,52.6
480.59,9.78,40.03,1017.33,92.11
457.88,22.63,45.61,1014.14,73.06
437.19,23.48,73.67,1007.07,88.49
460.49,19.96,39.53,1006.16,62.77
476.87,10.86,44.85,1014.15,88.36
441.58,25.03,60.84,1017.69,59.23
455.63,15.12,41.79,1007.16,82.35
429.31,32.38,69.05,1000.76,45.85
453.62,21.87,66.86,1013.01,57.39
472.94,13.43,43.56,1013.02,66.36
440.21,22.26,70.47,1008.32,84.22
427.28,33.8,64.96,1004.88,49.37
483.77,6.17,36.25,1028.68,90.59
477.06,11.73,40.64,1020.68,96.98
480.61,10.31,39.82,1012.87,88.71
479.8,4.81,42.85,1013.96,86.94
457.74,15.52,58.59,1014.12,91.22
442.87,21.96,51.43,1007.28,89.96
471.59,12.77,40.71,1014.66,72.81
466.24,13.91,40.24,1017.03,85.93
481.66,6.14,40.62,1015.71,86.51
436.89,31.63,69.59,1008.66,61.81
452.33,20.2,64.45,1009.03,61.77
430.69,30.74,79.05,1005.78,73.19
438.51,23.25,72.99,1009.17,89.85
490.5,5.73,40.35,1012.24,91.84
479.78,7.8,43.65,1018.92,60.77
470.02,11.98,44.6,1018.59,86.71
435.96,30.67,77.95,1015.28,61.67
465.8,9.74,41.01,1019.12,98.39
473.31,10.18,35.76,1019.71,66.7
444.64,23.01,58.79,1009.71,84.22
439.82,26.02,74.78,1010.04,72.78
467.29,13.92,44.47,1029.36,70.86
450.86,22.82,60.08,1017.95,65.71
439.67,28.25,66.54,1011.02,43.77
467.22,15.98,39.64,1009.31,81.21
441.4,24.49,65.06,1014.07,63.32
492.88,9.41,40.43,1025.68,79.49
442.71,27.43,63.87,1017.6,43.33
448.15,22.85,47.43,1008.13,66.36
454.02,18.89,66.86,1012.38,71.96
428.92,30.74,73.67,1005.79,57.89
475.13,12.27,41.17,1019.41,58.1
429,27.85,66.44,1008.48,77.15
451.95,20.54,61.27,1019.6,61.87
455.53,18.23,60.95,1016.74,78.85
474.42,10.44,37.83,1006.31,97.2
478.38,8.91,43.52,1022.78,98
433.84,30.91,79.74,1006.92,56.32
446.48,32.48,62.04,1010.39,38.05
441.29,24.23,56.89,1012.32,68.04
430.46,28.21,73.06,1008.26,86.29
464.4,12.37,46.97,1013.95,90.76
449.2,25.41,66.49,1014.06,51.09
468.53,15.5,44.34,1019.21,65.21
457.4,20.71,45.61,1013.64,82.39
458.76,15.28,40,1016.65,65
465.74,17.25,39.39,1014.27,67.8
435.79,27.99,69.89,1013.94,51.25
437.94,28.75,64.69,1007.1,60.37
444.38,23.6,65.48,1017.44,61.26
440.22,23.27,60.84,1019.13,67.24
432.92,32.06,75.33,1001.96,63.15
454.29,20.27,56.65,1020.75,67.12
450.89,23.48,64.15,1021.08,57.77
449.27,23.28,48.92,1010.23,41.55
437.53,28.91,58.33,1013.84,39.72
477.49,10.16,40.8,1028.13,86.39
433.95,25.14,69.13,1011.15,85.67
439.36,26.04,52.84,1005.68,65.18
450.55,18.42,63.94,1020.47,74.47
440.15,22.89,73.11,1006.66,73.11
471.61,9.79,39.69,1002.36,93.86
444.56,19.18,50.12,1005.99,100.09
435.23,32.51,73.56,1007.06,59.6
478.07,8.95,36.18,1014.08,76.94
456.11,17.78,50.66,1015.09,91.9
459.89,18.68,53.29,1018.16,75.01
474.56,11.95,39.82,1013.4,92.51
442.18,24.29,62.91,1013.04,65.85
468.53,11.94,44.6,1018.69,85.33
469.54,15.45,45,1023.63,70.74
471.94,13.77,42.86,1012.86,88.83
481.12,9.51,43.79,1016.02,79.81
483.88,8.8,42.32,1017.91,86.8
455.2,19.67,44.89,1009.43,73.88
474.46,12.3,40.69,1015.74,82.58
431.35,30.54,67.45,1014.37,32.97
472.76,11.67,36.18,1016.03,61.44
461.78,20.51,42.23,1013.25,71.83
442,26.63,64.44,1012.66,61.19
441.65,23.97,63.86,1018.09,57.62
431.11,31.68,73.68,1014.85,64
434.45,28.93,72.99,1007.23,64.41
435.82,23.57,61.47,1009.27,84.17
429.74,31.1,69.51,1010.84,45.4
448.04,19.44,59.21,1018.5,88.35
464.86,13.51,44.9,1019.29,77.24
438.62,23.69,71.97,1009.62,93.03
442.88,22.07,70.72,1010.52,82.96
438.42,25.88,63.73,1009.48,77.17
477.89,8.97,36.24,1013.21,90.77
470.41,14.81,42.03,1017.43,72.54
437.7,23.63,73.18,1012.29,88.81
469.15,12.95,43.71,1025.63,90.7
447.06,25.54,61.08,1013.14,71.15
484.66,8.36,40.22,1011.6,89.18
437.47,29.86,70.8,1010.22,70.36
490.23,6.86,41.17,1020.12,79.14
441,24.8,59.87,1018.79,60.79
438.29,24.91,69.89,1015.25,82.39
455.5,17.7,38.52,1020.15,69.8
447.7,24.39,51.86,1014.92,59.98
477.03,11.1,44.85,1014.27,65.08
475.14,11.28,40.55,1006.23,97.78
441.83,20.45,69.45,1012.53,91.81
438.5,29.86,69.34,1009.61,61.27
433.72,25.56,70.32,1009.07,90.63
442.75,24.81,67.17,1007.71,84.37
468.36,13.18,52.72,1024.67,75.96
452.83,21.35,58.16,1017.21,67.66
457.26,18.53,39.72,1001.26,64.08
441.51,22.41,70.98,1005.67,95.03
475.38,12.71,43.02,1012.25,62.68
474.63,10.08,37.92,1010.47,66.37
432.06,24.98,71.98,1006.59,90.61
462.26,17.33,42.28,1007.97,50.33
475.89,13.09,39.85,1012.86,58.42
460.54,14.77,58.2,1018.78,83.83
448.47,21.89,74.93,1016.11,77.88
430.71,33.2,70.8,1008.75,59.41
433.54,22.63,57.17,1009.83,77.43
450.26,19.73,68.63,1012.41,74.12
464.46,13.68,41.7,1019.19,84.07
466.71,13.53,42.03,1017.52,84.02
430.78,31.42,70.17,999.3,61.22
481.83,7.24,38.06,1020.6,85.36
454.35,18.96,47.83,1006.15,75.61
467,13.18,43.8,1023.18,61.21
446.32,25.58,61.08,1013.37,71.27
434.48,26.81,71.29,1009.65,80.69
479.52,9.32,36.3,1027.67,73.25
459.53,22.61,45.38,1013.92,62.91
454.2,26.22,49.82,1015.48,55.8
462.12,15.5,44.92,1024.16,86.44
